1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.068344 cmdq_get_command: [bind-key/0x63fd3247e630] group 1888
1759103142.068346 cmdq_append <global>: [bind-key/0x63fd3247e630]
1759103142.068351 yylex_token: end at WS
1759103142.068353 yylex_token: bind
1759103142.068354 yylex_token: end at WS
1759103142.068356 yylex_token: -Tcopy-mode
1759103142.068357 yylex_token: end at WS
1759103142.068359 yylex_token: M-}
1759103142.068360 yylex_token: end at WS
1759103142.068365 yylex_token: send
1759103142.068366 yylex_token: end at WS
1759103142.068368 yylex_token: -X
1759103142.068369 yylex_token: end at WS
1759103142.068371 yylex_token: next-paragraph
1759103142.068373 cmd_parse_build_commands 0:0: bind
1759103142.068374 cmd_parse_build_commands 0:1: -Tcopy-mode
1759103142.068376 cmd_parse_build_commands 0:2: M-}
1759103142.068377 cmd_parse_build_commands 0:3 0:0: send
1759103142.068379 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068380 cmd_parse_build_commands 0:3 0:2: next-paragraph
1759103142.068382 cmd_parse_build_commands 0:0: send
1759103142.068384 cmd_parse_build_commands 0:1: -X
1759103142.068385 cmd_parse_build_commands 0:2: next-paragraph
1759103142.068387 args_parse_flags: next -X
1759103142.068389 args_parse_flags: -X
1759103142.068390 args_parse_flags: next next-paragraph
1759103142.068392 args_parse: flags end at 2 of 3
1759103142.068393 args_parse: 2 = next-paragraph (type STRING)
1759103142.068396 cmd_parse_build_commands: send-keys -X next-paragraph
1759103142.068397 args_parse_flags: next -Tcopy-mode
1759103142.068399 args_parse_flag_argument: -T = copy-mode
1759103142.068400 args_parse_flags: next M-}
1759103142.068402 args_parse: flags end at 2 of 4
1759103142.068403 args_parse: 2 = M-} (type STRING)
1759103142.068405 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1759103142.068408 cmd_parse_build_commands: bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1759103142.068410 cmdq_get_command: [bind-key/0x63fd3247ec00] group 1896
1759103142.068411 cmdq_append <global>: [bind-key/0x63fd3247ec00]
1759103142.068413 yylex_token: end at WS
1759103142.068415 yylex_token: bind
1759103142.068416 yylex_token: end at WS
1759103142.068418 yylex_token: -Tcopy-mode
1759103142.068419 yylex_token: end at WS
1759103142.068421 yylex_token: M-Up
1759103142.068422 yylex_token: end at WS
1759103142.068424 yylex_token: send
1759103142.068425 yylex_token: end at WS
1759103142.068426 yylex_token: -X
1759103142.068428 yylex_token: end at WS
1759103142.068429 yylex_token: halfpage-up
1759103142.068431 cmd_parse_build_commands 0:0: bind
1759103142.068433 cmd_parse_build_commands 0:1: -Tcopy-mode
1759103142.068434 cmd_parse_build_commands 0:2: M-Up
1759103142.068436 cmd_parse_build_commands 0:3 0:0: send
1759103142.068437 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068439 cmd_parse_build_commands 0:3 0:2: halfpage-up
1759103142.068440 cmd_parse_build_commands 0:0: send
1759103142.068442 cmd_parse_build_commands 0:1: -X
1759103142.068444 cmd_parse_build_commands 0:2: halfpage-up
1759103142.068446 args_parse_flags: next -X
1759103142.068447 args_parse_flags: -X
1759103142.068448 args_parse_flags: next halfpage-up
1759103142.068450 args_parse: flags end at 2 of 3
1759103142.068451 args_parse: 2 = halfpage-up (type STRING)
1759103142.068453 cmd_parse_build_commands: send-keys -X halfpage-up
1759103142.068455 args_parse_flags: next -Tcopy-mode
1759103142.068456 args_parse_flag_argument: -T = copy-mode
1759103142.068458 args_parse_flags: next M-Up
1759103142.068459 args_parse: flags end at 2 of 4
1759103142.068461 args_parse: 2 = M-Up (type STRING)
1759103142.068463 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1759103142.068466 cmd_parse_build_commands: bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1759103142.068467 cmdq_get_command: [bind-key/0x63fd3247f5a0] group 1904
1759103142.068469 cmdq_append <global>: [bind-key/0x63fd3247f5a0]
1759103142.068476 yylex_token: end at WS
1759103142.068481 yylex_token: bind
1759103142.068483 yylex_token: end at WS
1759103142.068484 yylex_token: -Tcopy-mode
1759103142.068486 yylex_token: end at WS
1759103142.068487 yylex_token: M-Down
1759103142.068489 yylex_token: end at WS
1759103142.068490 yylex_token: send
1759103142.068491 yylex_token: end at WS
1759103142.068493 yylex_token: -X
1759103142.068494 yylex_token: end at WS
1759103142.068496 yylex_token: halfpage-down
1759103142.068505 cmd_parse_build_commands 0:0: bind
1759103142.068507 cmd_parse_build_commands 0:1: -Tcopy-mode
1759103142.068508 cmd_parse_build_commands 0:2: M-Down
1759103142.068510 cmd_parse_build_commands 0:3 0:0: send
1759103142.068512 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068513 cmd_parse_build_commands 0:3 0:2: halfpage-down
1759103142.068515 cmd_parse_build_commands 0:0: send
1759103142.068516 cmd_parse_build_commands 0:1: -X
1759103142.068518 cmd_parse_build_commands 0:2: halfpage-down
1759103142.068520 args_parse_flags: next -X
1759103142.068522 args_parse_flags: -X
1759103142.068523 args_parse_flags: next halfpage-down
1759103142.068525 args_parse: flags end at 2 of 3
1759103142.068526 args_parse: 2 = halfpage-down (type STRING)
1759103142.068528 cmd_parse_build_commands: send-keys -X halfpage-down
1759103142.068530 args_parse_flags: next -Tcopy-mode
1759103142.068532 args_parse_flag_argument: -T = copy-mode
1759103142.068533 args_parse_flags: next M-Down
1759103142.068535 args_parse: flags end at 2 of 4
1759103142.068536 args_parse: 2 = M-Down (type STRING)
1759103142.068538 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1759103142.068541 cmd_parse_build_commands: bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1759103142.068543 cmdq_get_command: [bind-key/0x63fd3247c160] group 1912
1759103142.068545 cmdq_append <global>: [bind-key/0x63fd3247c160]
1759103142.068547 yylex_token: end at WS
1759103142.068548 yylex_token: bind
1759103142.068550 yylex_token: end at WS
1759103142.068551 yylex_token: -Tcopy-mode
1759103142.068553 yylex_token: end at WS
1759103142.068554 yylex_token: C-Up
1759103142.068555 yylex_token: end at WS
1759103142.068557 yylex_token: send
1759103142.068558 yylex_token: end at WS
1759103142.068560 yylex_token: -X
1759103142.068561 yylex_token: end at WS
1759103142.068563 yylex_token: scroll-up
1759103142.068565 cmd_parse_build_commands 0:0: bind
1759103142.068566 cmd_parse_build_commands 0:1: -Tcopy-mode
1759103142.068568 cmd_parse_build_commands 0:2: C-Up
1759103142.068569 cmd_parse_build_commands 0:3 0:0: send
1759103142.068571 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068572 cmd_parse_build_commands 0:3 0:2: scroll-up
1759103142.068574 cmd_parse_build_commands 0:0: send
1759103142.068575 cmd_parse_build_commands 0:1: -X
1759103142.068577 cmd_parse_build_commands 0:2: scroll-up
1759103142.068579 args_parse_flags: next -X
1759103142.068580 args_parse_flags: -X
1759103142.068582 args_parse_flags: next scroll-up
1759103142.068583 args_parse: flags end at 2 of 3
1759103142.068585 args_parse: 2 = scroll-up (type STRING)
1759103142.068587 cmd_parse_build_commands: send-keys -X scroll-up
1759103142.068589 args_parse_flags: next -Tcopy-mode
1759103142.068590 args_parse_flag_argument: -T = copy-mode
1759103142.068592 args_parse_flags: next C-Up
1759103142.068593 args_parse: flags end at 2 of 4
1759103142.068595 args_parse: 2 = C-Up (type STRING)
1759103142.068597 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1759103142.068600 cmd_parse_build_commands: bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1759103142.068602 cmdq_get_command: [bind-key/0x63fd3247ea60] group 1920
1759103142.068603 cmdq_append <global>: [bind-key/0x63fd3247ea60]
1759103142.068605 yylex_token: end at WS
1759103142.068606 yylex_token: bind
1759103142.068608 yylex_token: end at WS
1759103142.068609 yylex_token: -Tcopy-mode
1759103142.068611 yylex_token: end at WS
1759103142.068612 yylex_token: C-Down
1759103142.068614 yylex_token: end at WS
1759103142.068615 yylex_token: send
1759103142.068616 yylex_token: end at WS
1759103142.068618 yylex_token: -X
1759103142.068623 yylex_token: end at WS
1759103142.068624 yylex_token: scroll-down
1759103142.068626 cmd_parse_build_commands 0:0: bind
1759103142.068628 cmd_parse_build_commands 0:1: -Tcopy-mode
1759103142.068629 cmd_parse_build_commands 0:2: C-Down
1759103142.068631 cmd_parse_build_commands 0:3 0:0: send
1759103142.068632 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068634 cmd_parse_build_commands 0:3 0:2: scroll-down
1759103142.068636 cmd_parse_build_commands 0:0: send
1759103142.068637 cmd_parse_build_commands 0:1: -X
1759103142.068639 cmd_parse_build_commands 0:2: scroll-down
1759103142.068641 args_parse_flags: next -X
1759103142.068642 args_parse_flags: -X
1759103142.068644 args_parse_flags: next scroll-down
1759103142.068645 args_parse: flags end at 2 of 3
1759103142.068647 args_parse: 2 = scroll-down (type STRING)
1759103142.068649 cmd_parse_build_commands: send-keys -X scroll-down
1759103142.068651 args_parse_flags: next -Tcopy-mode
1759103142.068652 args_parse_flag_argument: -T = copy-mode
1759103142.068654 args_parse_flags: next C-Down
1759103142.068655 args_parse: flags end at 2 of 4
1759103142.068657 args_parse: 2 = C-Down (type STRING)
1759103142.068659 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1759103142.068662 cmd_parse_build_commands: bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1759103142.068664 cmdq_get_command: [bind-key/0x63fd3247f880] group 1928
1759103142.068666 cmdq_append <global>: [bind-key/0x63fd3247f880]
1759103142.068667 yylex_token: end at WS
1759103142.068669 yylex_token: bind
1759103142.068670 yylex_token: end at WS
1759103142.068672 yylex_token: -Tcopy-mode-vi
1759103142.068673 yylex_token: end at WS
1759103142.068675 yylex_token: #
1759103142.068676 yylex_token: end at WS
1759103142.068677 yylex_token: send
1759103142.068679 yylex_token: end at WS
1759103142.068680 yylex_token: -FX
1759103142.068682 yylex_token: end at WS
1759103142.068683 yylex_token: search-backward
1759103142.068685 yylex_token: end at WS
1759103142.068687 yylex_token: #{copy_cursor_word}
1759103142.068689 cmd_parse_build_commands 0:0: bind
1759103142.068690 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.068692 cmd_parse_build_commands 0:2: #
1759103142.068693 cmd_parse_build_commands 0:3 0:0: send
1759103142.068695 cmd_parse_build_commands 0:3 0:1: -FX
1759103142.068697 cmd_parse_build_commands 0:3 0:2: search-backward
1759103142.068698 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1759103142.068700 cmd_parse_build_commands 0:0: send
1759103142.068701 cmd_parse_build_commands 0:1: -FX
1759103142.068703 cmd_parse_build_commands 0:2: search-backward
1759103142.068705 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1759103142.068707 args_parse_flags: next -FX
1759103142.068708 args_parse_flags: -F
1759103142.068710 args_parse_flags: -X
1759103142.068711 args_parse_flags: next search-backward
1759103142.068713 args_parse: flags end at 2 of 4
1759103142.068715 args_parse: 2 = search-backward (type STRING)
1759103142.068716 args_parse: 3 = #{copy_cursor_word} (type STRING)
1759103142.068719 cmd_parse_build_commands: send-keys -FX search-backward "#{copy_cursor_word}"
1759103142.068721 args_parse_flags: next -Tcopy-mode-vi
1759103142.068723 args_parse_flag_argument: -T = copy-mode-vi
1759103142.068724 args_parse_flags: next #
1759103142.068726 args_parse: flags end at 2 of 4
1759103142.068727 args_parse: 2 = # (type STRING)
1759103142.068730 args_parse: 3 = send-keys -FX search-backward "#{copy_cursor_word}" (type COMMANDS)
1759103142.068734 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward "#{copy_cursor_word}" }
1759103142.068736 cmdq_get_command: [bind-key/0x63fd32480220] group 1936
1759103142.068738 cmdq_append <global>: [bind-key/0x63fd32480220]
1759103142.068740 yylex_token: end at WS
1759103142.068741 yylex_token: bind
1759103142.068743 yylex_token: end at WS
1759103142.068744 yylex_token: -Tcopy-mode-vi
1759103142.068746 yylex_token: end at WS
1759103142.068747 yylex_token: *
1759103142.068749 yylex_token: end at WS
1759103142.068753 yylex_token: send
1759103142.068755 yylex_token: end at WS
1759103142.068756 yylex_token: -FX
1759103142.068758 yylex_token: end at WS
1759103142.068759 yylex_token: search-forward
1759103142.068761 yylex_token: end at WS
1759103142.068765 yylex_token: #{copy_cursor_word}
1759103142.068767 cmd_parse_build_commands 0:0: bind
1759103142.068769 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.068770 cmd_parse_build_commands 0:2: *
1759103142.068772 cmd_parse_build_commands 0:3 0:0: send
1759103142.068773 cmd_parse_build_commands 0:3 0:1: -FX
1759103142.068775 cmd_parse_build_commands 0:3 0:2: search-forward
1759103142.068777 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1759103142.068778 cmd_parse_build_commands 0:0: send
1759103142.068780 cmd_parse_build_commands 0:1: -FX
1759103142.068781 cmd_parse_build_commands 0:2: search-forward
1759103142.068783 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1759103142.068785 args_parse_flags: next -FX
1759103142.068787 args_parse_flags: -F
1759103142.068788 args_parse_flags: -X
1759103142.068790 args_parse_flags: next search-forward
1759103142.068791 args_parse: flags end at 2 of 4
1759103142.068793 args_parse: 2 = search-forward (type STRING)
1759103142.068794 args_parse: 3 = #{copy_cursor_word} (type STRING)
1759103142.068797 cmd_parse_build_commands: send-keys -FX search-forward "#{copy_cursor_word}"
1759103142.068799 args_parse_flags: next -Tcopy-mode-vi
1759103142.068801 args_parse_flag_argument: -T = copy-mode-vi
1759103142.068802 args_parse_flags: next *
1759103142.068804 args_parse: flags end at 2 of 4
1759103142.068805 args_parse: 2 = * (type STRING)
1759103142.068808 args_parse: 3 = send-keys -FX search-forward "#{copy_cursor_word}" (type COMMANDS)
1759103142.068812 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward "#{copy_cursor_word}" }
1759103142.068814 cmdq_get_command: [bind-key/0x63fd32480e80] group 1944
1759103142.068816 cmdq_append <global>: [bind-key/0x63fd32480e80]
1759103142.068818 yylex_token: end at WS
1759103142.068819 yylex_token: bind
1759103142.068821 yylex_token: end at WS
1759103142.068822 yylex_token: -Tcopy-mode-vi
1759103142.068824 yylex_token: end at WS
1759103142.068825 yylex_token: C-c
1759103142.068827 yylex_token: end at WS
1759103142.068828 yylex_token: send
1759103142.068829 yylex_token: end at WS
1759103142.068831 yylex_token: -X
1759103142.068832 yylex_token: end at WS
1759103142.068834 yylex_token: cancel
1759103142.068836 cmd_parse_build_commands 0:0: bind
1759103142.068837 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.068839 cmd_parse_build_commands 0:2: C-c
1759103142.068840 cmd_parse_build_commands 0:3 0:0: send
1759103142.068842 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068844 cmd_parse_build_commands 0:3 0:2: cancel
1759103142.068845 cmd_parse_build_commands 0:0: send
1759103142.068847 cmd_parse_build_commands 0:1: -X
1759103142.068848 cmd_parse_build_commands 0:2: cancel
1759103142.068851 args_parse_flags: next -X
1759103142.068852 args_parse_flags: -X
1759103142.068854 args_parse_flags: next cancel
1759103142.068855 args_parse: flags end at 2 of 3
1759103142.068857 args_parse: 2 = cancel (type STRING)
1759103142.068859 cmd_parse_build_commands: send-keys -X cancel
1759103142.068860 args_parse_flags: next -Tcopy-mode-vi
1759103142.068862 args_parse_flag_argument: -T = copy-mode-vi
1759103142.068863 args_parse_flags: next C-c
1759103142.068865 args_parse: flags end at 2 of 4
1759103142.068866 args_parse: 2 = C-c (type STRING)
1759103142.068869 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1759103142.068872 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1759103142.068874 cmdq_get_command: [bind-key/0x63fd324808d0] group 1952
1759103142.068875 cmdq_append <global>: [bind-key/0x63fd324808d0]
1759103142.068877 yylex_token: end at WS
1759103142.068879 yylex_token: bind
1759103142.068880 yylex_token: end at WS
1759103142.068882 yylex_token: -Tcopy-mode-vi
1759103142.068883 yylex_token: end at WS
1759103142.068884 yylex_token: C-d
1759103142.068889 yylex_token: end at WS
1759103142.068891 yylex_token: send
1759103142.068892 yylex_token: end at WS
1759103142.068894 yylex_token: -X
1759103142.068895 yylex_token: end at WS
1759103142.068897 yylex_token: halfpage-down
1759103142.068899 cmd_parse_build_commands 0:0: bind
1759103142.068900 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.068902 cmd_parse_build_commands 0:2: C-d
1759103142.068903 cmd_parse_build_commands 0:3 0:0: send
1759103142.068905 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068906 cmd_parse_build_commands 0:3 0:2: halfpage-down
1759103142.068908 cmd_parse_build_commands 0:0: send
1759103142.068910 cmd_parse_build_commands 0:1: -X
1759103142.068911 cmd_parse_build_commands 0:2: halfpage-down
1759103142.068913 args_parse_flags: next -X
1759103142.068915 args_parse_flags: -X
1759103142.068916 args_parse_flags: next halfpage-down
1759103142.068918 args_parse: flags end at 2 of 3
1759103142.068919 args_parse: 2 = halfpage-down (type STRING)
1759103142.068922 cmd_parse_build_commands: send-keys -X halfpage-down
1759103142.068923 args_parse_flags: next -Tcopy-mode-vi
1759103142.068925 args_parse_flag_argument: -T = copy-mode-vi
1759103142.068926 args_parse_flags: next C-d
1759103142.068928 args_parse: flags end at 2 of 4
1759103142.068929 args_parse: 2 = C-d (type STRING)
1759103142.068931 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1759103142.068934 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1759103142.068936 cmdq_get_command: [bind-key/0x63fd32481160] group 1960
1759103142.068938 cmdq_append <global>: [bind-key/0x63fd32481160]
1759103142.068942 yylex_token: end at WS
1759103142.068944 yylex_token: bind
1759103142.068946 yylex_token: end at WS
1759103142.068947 yylex_token: -Tcopy-mode-vi
1759103142.068948 yylex_token: end at WS
1759103142.068950 yylex_token: C-e
1759103142.068951 yylex_token: end at WS
1759103142.068953 yylex_token: send
1759103142.068954 yylex_token: end at WS
1759103142.068955 yylex_token: -X
1759103142.068957 yylex_token: end at WS
1759103142.068959 yylex_token: scroll-down
1759103142.068960 cmd_parse_build_commands 0:0: bind
1759103142.068962 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.068964 cmd_parse_build_commands 0:2: C-e
1759103142.068965 cmd_parse_build_commands 0:3 0:0: send
1759103142.068967 cmd_parse_build_commands 0:3 0:1: -X
1759103142.068968 cmd_parse_build_commands 0:3 0:2: scroll-down
1759103142.068970 cmd_parse_build_commands 0:0: send
1759103142.068971 cmd_parse_build_commands 0:1: -X
1759103142.068973 cmd_parse_build_commands 0:2: scroll-down
1759103142.068975 args_parse_flags: next -X
1759103142.068976 args_parse_flags: -X
1759103142.068978 args_parse_flags: next scroll-down
1759103142.068979 args_parse: flags end at 2 of 3
1759103142.068981 args_parse: 2 = scroll-down (type STRING)
1759103142.068983 cmd_parse_build_commands: send-keys -X scroll-down
1759103142.068985 args_parse_flags: next -Tcopy-mode-vi
1759103142.068986 args_parse_flag_argument: -T = copy-mode-vi
1759103142.068988 args_parse_flags: next C-e
1759103142.068989 args_parse: flags end at 2 of 4
1759103142.068991 args_parse: 2 = C-e (type STRING)
1759103142.068993 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1759103142.068996 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1759103142.068998 cmdq_get_command: [bind-key/0x63fd32481560] group 1968
1759103142.068999 cmdq_append <global>: [bind-key/0x63fd32481560]
1759103142.069001 yylex_token: end at WS
1759103142.069003 yylex_token: bind
1759103142.069004 yylex_token: end at WS
1759103142.069005 yylex_token: -Tcopy-mode-vi
1759103142.069007 yylex_token: end at WS
1759103142.069008 yylex_token: C-b
1759103142.069010 yylex_token: end at WS
1759103142.069011 yylex_token: send
1759103142.069013 yylex_token: end at WS
1759103142.069014 yylex_token: -X
1759103142.069015 yylex_token: end at WS
1759103142.069017 yylex_token: page-up
1759103142.069019 cmd_parse_build_commands 0:0: bind
1759103142.069020 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069025 cmd_parse_build_commands 0:2: C-b
1759103142.069027 cmd_parse_build_commands 0:3 0:0: send
1759103142.069029 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069030 cmd_parse_build_commands 0:3 0:2: page-up
1759103142.069032 cmd_parse_build_commands 0:0: send
1759103142.069033 cmd_parse_build_commands 0:1: -X
1759103142.069035 cmd_parse_build_commands 0:2: page-up
1759103142.069037 args_parse_flags: next -X
1759103142.069038 args_parse_flags: -X
1759103142.069040 args_parse_flags: next page-up
1759103142.069041 args_parse: flags end at 2 of 3
1759103142.069043 args_parse: 2 = page-up (type STRING)
1759103142.069045 cmd_parse_build_commands: send-keys -X page-up
1759103142.069047 args_parse_flags: next -Tcopy-mode-vi
1759103142.069048 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069050 args_parse_flags: next C-b
1759103142.069051 args_parse: flags end at 2 of 4
1759103142.069053 args_parse: 2 = C-b (type STRING)
1759103142.069055 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1759103142.069057 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1759103142.069059 cmdq_get_command: [bind-key/0x63fd32481a10] group 1976
1759103142.069061 cmdq_append <global>: [bind-key/0x63fd32481a10]
1759103142.069063 yylex_token: end at WS
1759103142.069064 yylex_token: bind
1759103142.069066 yylex_token: end at WS
1759103142.069067 yylex_token: -Tcopy-mode-vi
1759103142.069069 yylex_token: end at WS
1759103142.069070 yylex_token: C-f
1759103142.069071 yylex_token: end at WS
1759103142.069073 yylex_token: send
1759103142.069074 yylex_token: end at WS
1759103142.069076 yylex_token: -X
1759103142.069077 yylex_token: end at WS
1759103142.069079 yylex_token: page-down
1759103142.069080 cmd_parse_build_commands 0:0: bind
1759103142.069082 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069083 cmd_parse_build_commands 0:2: C-f
1759103142.069085 cmd_parse_build_commands 0:3 0:0: send
1759103142.069086 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069088 cmd_parse_build_commands 0:3 0:2: page-down
1759103142.069090 cmd_parse_build_commands 0:0: send
1759103142.069091 cmd_parse_build_commands 0:1: -X
1759103142.069093 cmd_parse_build_commands 0:2: page-down
1759103142.069095 args_parse_flags: next -X
1759103142.069096 args_parse_flags: -X
1759103142.069098 args_parse_flags: next page-down
1759103142.069099 args_parse: flags end at 2 of 3
1759103142.069100 args_parse: 2 = page-down (type STRING)
1759103142.069103 cmd_parse_build_commands: send-keys -X page-down
1759103142.069104 args_parse_flags: next -Tcopy-mode-vi
1759103142.069106 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069107 args_parse_flags: next C-f
1759103142.069109 args_parse: flags end at 2 of 4
1759103142.069110 args_parse: 2 = C-f (type STRING)
1759103142.069112 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1759103142.069115 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1759103142.069117 cmdq_get_command: [bind-key/0x63fd32481ee0] group 1984
1759103142.069119 cmdq_append <global>: [bind-key/0x63fd32481ee0]
1759103142.069123 yylex_token: end at WS
1759103142.069124 yylex_token: bind
1759103142.069126 yylex_token: end at WS
1759103142.069127 yylex_token: -Tcopy-mode-vi
1759103142.069129 yylex_token: end at WS
1759103142.069130 yylex_token: C-h
1759103142.069132 yylex_token: end at WS
1759103142.069133 yylex_token: send
1759103142.069134 yylex_token: end at WS
1759103142.069136 yylex_token: -X
1759103142.069137 yylex_token: end at WS
1759103142.069139 yylex_token: cursor-left
1759103142.069141 cmd_parse_build_commands 0:0: bind
1759103142.069142 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069144 cmd_parse_build_commands 0:2: C-h
1759103142.069145 cmd_parse_build_commands 0:3 0:0: send
1759103142.069147 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069148 cmd_parse_build_commands 0:3 0:2: cursor-left
1759103142.069150 cmd_parse_build_commands 0:0: send
1759103142.069151 cmd_parse_build_commands 0:1: -X
1759103142.069156 cmd_parse_build_commands 0:2: cursor-left
1759103142.069158 args_parse_flags: next -X
1759103142.069160 args_parse_flags: -X
1759103142.069161 args_parse_flags: next cursor-left
1759103142.069163 args_parse: flags end at 2 of 3
1759103142.069164 args_parse: 2 = cursor-left (type STRING)
1759103142.069167 cmd_parse_build_commands: send-keys -X cursor-left
1759103142.069168 args_parse_flags: next -Tcopy-mode-vi
1759103142.069170 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069171 args_parse_flags: next C-h
1759103142.069173 args_parse: flags end at 2 of 4
1759103142.069174 args_parse: 2 = C-h (type STRING)
1759103142.069176 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1759103142.069179 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1759103142.069181 cmdq_get_command: [bind-key/0x63fd324823f0] group 1992
1759103142.069183 cmdq_append <global>: [bind-key/0x63fd324823f0]
1759103142.069184 yylex_token: end at WS
1759103142.069186 yylex_token: bind
1759103142.069187 yylex_token: end at WS
1759103142.069189 yylex_token: -Tcopy-mode-vi
1759103142.069190 yylex_token: end at WS
1759103142.069192 yylex_token: C-j
1759103142.069193 yylex_token: end at WS
1759103142.069194 yylex_token: send
1759103142.069196 yylex_token: end at WS
1759103142.069197 yylex_token: -X
1759103142.069199 yylex_token: end at WS
1759103142.069200 yylex_token: copy-pipe-and-cancel
1759103142.069202 cmd_parse_build_commands 0:0: bind
1759103142.069204 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069205 cmd_parse_build_commands 0:2: C-j
1759103142.069207 cmd_parse_build_commands 0:3 0:0: send
1759103142.069208 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069210 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1759103142.069212 cmd_parse_build_commands 0:0: send
1759103142.069213 cmd_parse_build_commands 0:1: -X
1759103142.069215 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1759103142.069217 args_parse_flags: next -X
1759103142.069219 args_parse_flags: -X
1759103142.069220 args_parse_flags: next copy-pipe-and-cancel
1759103142.069222 args_parse: flags end at 2 of 3
1759103142.069223 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1759103142.069226 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1759103142.069227 args_parse_flags: next -Tcopy-mode-vi
1759103142.069229 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069230 args_parse_flags: next C-j
1759103142.069232 args_parse: flags end at 2 of 4
1759103142.069233 args_parse: 2 = C-j (type STRING)
1759103142.069235 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1759103142.069239 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1759103142.069241 cmdq_get_command: [bind-key/0x63fd32482b20] group 2000
1759103142.069242 cmdq_append <global>: [bind-key/0x63fd32482b20]
1759103142.069256 yylex_token: end at WS
1759103142.069258 yylex_token: bind
1759103142.069260 yylex_token: end at WS
1759103142.069262 yylex_token: -Tcopy-mode-vi
1759103142.069263 yylex_token: end at WS
1759103142.069265 yylex_token: Enter
1759103142.069266 yylex_token: end at WS
1759103142.069268 yylex_token: send
1759103142.069269 yylex_token: end at WS
1759103142.069270 yylex_token: -X
